OBJECTID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,CITY,COUNTRY_CODE,REGION_CODE,ADO_CODE,STATE_NAME,COUNTY_NAME,COUNTY_ASSOC_STATE,ARPT_NAME,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMAL,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIMAL,SURVEY_METHOD_CODE,ELEV,ELEV_METHOD_CODE,MAG_VARN,MAG_HEMIS,MAG_VARN_YEAR,TPA,CHART_NAME,DIST_CITY_TO_AIRPORT,DIRECTION_CODE,ACREAGE,RESP_ARTCC_ID,COMPUTER_ID,ARTCC_NAME,FSS_ON_ARPT_FLAG,FSS_ID,FSS_NAME,PHONE_NO,TOLL_FREE_NO,ALT_FSS_ID,ALT_FSS_NAME,ALT_TOLL_FREE_NO,NOTAM_ID,NOTAM_FLAG,ACTIVATION_DATE,ARPT_STATUS,FAR_139_TYPE_CODE,FAR_139_CARRIER_SER_CODE,ARFF_CERT_TYPE_DATE,NASP_CODE,ASP_ANLYS_DTRM_CODE,CUST_FLAG,LNDG_RIGHTS_FLAG,JOINT_USE_FLAG,MIL_LNDG_FLAG,INSPECT_METHOD_CODE,INSPECTOR_CODE,LAST_INSPECTION,LAST_INFO_RESPONSE,FUEL_TYPES,AIRFRAME_REPAIR_SER_CODE,PWR_PLANT_REPAIR_SER,BOTTLED_OXY_TYPE,BULK_OXY_TYPE,LGT_SKED,BCN_LGT_SKED,TWR_TYPE_CODE,SEG_CIRCLE_MKR_FLAG,BCN_LENS_COLOR,LNDG_FEE_FLAG,MEDICAL_USE_FLAG,ARPT_PSN_SOURCE,POSITION_SRC_DATE,ARPT_ELEV_SOURCE,ELEVATION_SRC_DATE,CONTR_FUEL_AVBL,TRNS_STRG_BUOY_FLAG,TRNS_STRG_HGR_FLAG,TRNS_STRG_TIE_FLAG,OTHER_SERVICES,WIND_INDCR_FLAG,ICAO_ID,MIN_OP_NETWORK,USER_FEE_FLAG,CTA,x,y
17610,2025/11/27,26273.,A,WA,0S0,LIND,US,ANM,SEA,WASHINGTON,ADAMS,WA,LIND,PU,PU,46,58,36.631,N,46.97684194,118,35,14.032,W,-118.58723111,E,1507,E,19,E,1985,,SEATTLE,2,NE,140,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1940/04,O,,,,,NOT ANALYZED,N,N,N,N,C,S,2023/06/26,1980/08/25,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,N,WG,N,,STATE,2005/07/26,STATE,2005/07/26,,,,Y,AGRI,Y-L,,N,,,-13201070.1817,5938294.9065
17615,2025/11/27,26274.7,A,WA,S31,LOPEZ,US,ANM,SEA,WASHINGTON,SAN JUAN,WA,LOPEZ ISLAND,PU,PU,48,29,2.1,N,48.48391666,122,56,15.6,W,-122.93766666,E,208.8,S,21,E,1985,,SEATTLE,3,N,93,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1963/06,O,,,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2025/06/04,1981/08/31,,NONE,NONE,NONE,NONE,,SS-SR,NON-ATCT,Y,WG,Y,,3RD PARTY SURVEY,2016/01/21,3RD PARTY SURVEY,2016/01/21,,,,Y,"AFRT,CHTR",Y-L,,N,,,-13685358.4519,6187742.253
17616,2025/11/27,26274.71,C,WA,81W,LOPEZ,US,ANM,SEA,WASHINGTON,SAN JUAN,WA,FISHERMANS BAY,PU,PU,48,30,59.361,N,48.51648916,122,55,4.642,W,-122.91795611,E,0,E,20,E,1990,,SEATTLE,1,N,,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1992/01,O,,,,,NO OBJECTION,,,,,1,S,2025/06/04,2012/04/20,,,,,,,,NON-ATCT,N,,,,OWNER,2012/04/20,OWNER,2012/04/20,,,,,,,,N,,,-13683164.2835,6193214.4218
17618,2025/11/27,26275.,A,WA,38W,LYNDEN,US,ANM,SEA,WASHINGTON,WHATCOM,WA,LYNDEN MUNI/JANSEN FLD,PU,PU,48,57,21.226,N,48.95589611,122,27,29.226,W,-122.45811833,E,106,E,16,E,2020,,SEATTLE,1,N,15,ZVR,ZVR,VANCOUVER,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1961/02,O,,,,,NOT ANALYZED,N,N,N,N,S,S,2024/06/26,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,NON-ATCT,Y,WG,N,,STATE,2002/08/15,STATE,2005/07/28,,,,Y,,Y-L,,N,,,-13631975.376,6267381.1973
17623,2025/11/27,26282.,A,WA,8W3,MANSFIELD,US,ANM,SEA,WASHINGTON,DOUGLAS,WA,MANSFIELD,PU,PU,47,48,33.789,N,47.80938583,119,38,12.946,W,-119.63692944,E,2272,E,20,E,1985,,SEATTLE,0,E,27,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1950/04,O,,,,,NOT ANALYZED,,,N,N,S,S,2025/08/21,1980/08/25,,NONE,NONE,NONE,NONE,SS-SR,SS-SR,NON-ATCT,N,WG,N,,STATE,2005/07/28,STATE,2005/07/28,,,,Y,,Y-L,,N,,,-13317922.0653,6075201.8109
17625,2025/11/27,26290.9,A,WA,M94,MATTAWA,US,ANM,SEA,WASHINGTON,GRANT,WA,DESERT AIRE RGNL,PR,PU,46,41,14.104,N,46.68725111,119,55,11.014,W,-119.91972611,E,586,E,19,E,1985,,SEATTLE,3,SW,63,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1975/11,O,,,,,NO OBJECTION,,,,,S,S,2025/08/05,1993/09/16,,,,,,SEE RMK,SEE RMK,NON-ATCT,Y,WG,N,,STATE,2005/07/22,,,,,,Y,,Y-L,,N,,,-13349402.8466,5891174.0683
17628,2025/11/27,26291.6,A,WA,W12,MAZAMA,US,ANM,SEA,WASHINGTON,OKANOGAN,WA,LOST RIVER,PR,PU,48,38,58.503,N,48.64958416,120,30,7.36,W,-120.50204444,E,2415,E,21,E,1985,,SEATTLE,5,NW,10,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1960/07,O,,,,,NOT ANALYZED,N,N,N,N,S,S,2024/05/22,,,NONE,NONE,NONE,NONE,,,NON-ATCT,N,,N,,,,,,,,,N,,Y,,N,,,-13414226.2266,6215610.9749
17629,2025/11/27,26293.,A,WA,70S,MEAD,US,ANM,SEA,WASHINGTON,SPOKANE,WA,MEAD FLYING SERVICE,PR,PU,47,47,13.872,N,47.78718666,117,21,29.458,W,-117.35818277,E,1905,E,19,E,1985,600,SEATTLE,1,N,80,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1942/05,O,,,,,NOT ANALYZED,N,N,N,N,S,S,2024/07/16,1980/08/27,,NONE,NONE,NONE,NONE,,,NON-ATCT,N,,N,,STATE,2005/07/28,STATE,2005/07/28,,,,Y,,Y,,N,,,-13064253.1464,6071523.0212
17636,2025/11/27,26300.,A,WA,09S,METALINE FALLS,US,ANM,SEA,WASHINGTON,PEND OREILLE,WA,SULLIVAN LAKE STATE,PU,PU,48,50,27.223,N,48.84089527,117,17,2.349,W,-117.28398583,E,2614,E,20,E,1985,,SEATTLE,3,SE,22,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1938/12,O,,,,,NOT ANALYZED,,,,,S,S,2024/07/16,1980/08/27,,NONE,NONE,NONE,NONE,,,NON-ATCT,N,,N,,STATE,2003/04/08,,,,,,N,,Y,,N,,,-13055993.5808,6247907.644
17638,2025/11/27,26304.21,A,WA,W16,MONROE,US,ANM,SEA,WASHINGTON,SNOHOMISH,WA,FIRST AIR FLD,PR,PU,47,52,16.909,N,47.87136361,121,59,42.878,W,-121.99524388,E,50,E,20,E,1985,,SEATTLE,2,NW,32,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1969/11,O,,,,,CONDL,N,N,N,N,S,S,2025/06/06,1980/10/27,,MAJOR,MAJOR,NONE,NONE,SS-SR,,NON-ATCT,N,,N,,STATE,2005/07/26,STATE,2005/07/26,,,,Y,,Y,,N,,,-13580448.4279,6085480.9416
17641,2025/11/27,26304.8,A,WA,39P,MORTON,US,ANM,SEA,WASHINGTON,LEWIS,WA,STROM FLD,PU,PU,46,33,1.299,N,46.55036083,122,15,59.853,W,-122.26662583,E,941,E,20,E,1985,,SEATTLE,0,SE,13,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1964/08,O,,,,,CONDL,,,N,,S,S,2024/09/10,1980/09/02,,NONE,NONE,,,SEE RMK,SEE RMK,NON-ATCT,N,WG,N,,STATE,2005/07/29,STATE,2005/07/29,,,,Y,,Y-L,,N,,,-13610658.5284,5868987.8699
17642,2025/11/27,26305.,A,WA,W20,MOSES LAKE,US,ANM,SEA,WASHINGTON,GRANT,WA,MOSES LAKE MUNI,PU,PU,47,8,31.215,N,47.14200416,119,14,16.375,W,-119.23788194,E,1203,E,19,E,1985,,SEATTLE,2,NE,130,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1958/03,O,,,,1,NOT ANALYZED,N,N,N,Y,C,S,2025/08/18,,,MAJOR,MAJOR,NONE,NONE,SS-SR,SS-SR,NON-ATCT,Y,WG,N,,STATE,2002/05/02,STATE,2005/07/28,,,,Y,"AGRI,INSTR,RNTL",Y-L,,N,,,-13273500.3008,5965283.6464
17643,2025/11/27,26307.,A,WA,MWH,MOSES LAKE,US,ANM,SEA,WASHINGTON,GRANT,WA,GRANT COUNTY INTL,PU,PU,47,12,30.9,N,47.20858333,119,19,8.9,W,-119.31913888,E,1188.6,S,18,E,1995,,SEATTLE,5,NW,4650,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,MWH,Y,,O,IV A,U,1974/12,NGPY,NO OBJECTION,N,N,N,Y,F,F,2024/12/06,,"100LL,A,A1+",MAJOR,MAJOR,,HIGH,SEE RMK,SS-SR,ATCT-TRACON,Y,WG,Y,,3RD PARTY SURVEY,2006/05/13,3RD PARTY SURVEY,2006/05/13,,,Y,Y,"AFRT,AMB,CARGO,INSTR",Y-L,KMWH,N,US CUSTOMS USER FEE ARPT. ,,-13282545.782,5976186.8865
17660,2025/11/27,26322.11,A,WA,OKH,OAK HARBOR,US,ANM,SEA,WASHINGTON,ISLAND,WA,DELAURENTIS,PR,PU,48,15,5.5,N,48.25152777,122,40,25.2,W,-122.67366666,E,193.3,S,19,E,2000,,SEATTLE,3,SW,54,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,OKH,Y,1964/09,O,,,,,NO OBJECTION,N,Y,N,N,S,S,2024/07/23,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,Y,,3RD PARTY SURVEY,2006/04/03,3RD PARTY SURVEY,2006/04/03,,,,Y,INSTR,Y,KOKH,N,,,-13655970.1063,6148802.5714
17664,2025/11/27,26323.21,A,WA,W04,OCEAN SHORES,US,ANM,SEA,WASHINGTON,GRAYS HARBOR,WA,OCEAN SHORES MUNI,PU,PU,46,59,57.1919,N,46.99921997,124,8,32.577,W,-124.1423825,E,15,S,20,E,1985,,SEATTLE,2,NE,49,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1986/07,O,,,,N,CONDL,,,,,S,S,2023/06/13,1985/09/01,,,,,,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,,,,,,,,Y,,Y-L,,N,,,-13819466.8058,5941946.7526
17666,2025/11/27,26323.4,A,WA,43D,ODESSA,US,ANM,SEA,WASHINGTON,LINCOLN,WA,ODESSA MUNI,PU,PU,47,20,51.3,N,47.34758333,118,40,38,W,-118.67722222,E,1737.6,E,19,E,1985,,SEATTLE,1,N,80,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1948/04,O,,,,N,NOT ANALYZED,N,N,N,N,S,S,2025/07/09,1982/09/01,,NONE,NONE,NONE,NONE,SS-SR,SS-SR,NON-ATCT,N,WG,N,,FAA-EST,2010/12/27,STATE,2005/07/28,,,N,Y,AGRI,Y-L,,N,,,-13211087.9463,5998994.2167
17669,2025/11/27,26324.,A,WA,S35,OKANOGAN,US,ANM,SEA,WASHINGTON,OKANOGAN,WA,OKANOGAN LEGION,PU,PU,48,21,42.905,N,48.36191805,119,34,3.216,W,-119.56756,E,1042,E,20,E,1985,,SEATTLE,1,E,30,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1937/08,O,,,,1,NOT ANALYZED,N,N,N,N,S,S,2024/05/02,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,N,WG,N,,STATE,2005/07/28,STATE,2005/07/28,,,,Y,,Y-L,,N,,,-13310199.8946,6167277.6981
17671,2025/11/27,26327.,A,WA,OLM,OLYMPIA,US,ANM,SEA,WASHINGTON,THURSTON,WA,OLYMPIA RGNL,PU,PU,46,58,9.856,N,46.96940444,122,54,9.161,W,-122.90254472,E,207.8,E,15,E,2020,,SEATTLE,4,S,845,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,OLM,Y,1937/12,O,,,,NGPY3,NOT ANALYZED,N,Y,N,Y,F,S,2023/08/22,,"100LL,A",MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,ATCT,Y,WG,Y,,NACO,2005/12/14,3RD PARTY SURVEY,2006/01/25,,,Y,Y,"AMB,AVNCS,CHTR,INSTR,RNTL",Y-L,KOLM,N,,,-13681448.6954,5937081.5274
17677,2025/11/27,26328.1,A,WA,44T,OLYMPIA,US,ANM,SEA,WASHINGTON,THURSTON,WA,HOSKINS FLD,PR,PU,46,59,32.6,N,46.99238888,122,49,40.2,W,-122.82783333,E,213,E,20,E,1985,,SEATTLE,5,SE,5,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1963/01,O,,,,,NOT ANALYZED,N,N,N,N,S,S,2024/05/17,,,NONE,NONE,,,,,NON-ATCT,N,,N,,FAA-EST,2010/12/27,,,,,,N,,Y,,N,,,-13673131.8615,5940831.8324
17678,2025/11/27,26330.,A,WA,OMK,OMAK,US,ANM,SEA,WASHINGTON,OKANOGAN,WA,OMAK,PU,PU,48,27,51.884,N,48.46441222,119,31,4.985,W,-119.51805138,E,1304.5,S,16,E,2015,,SEATTLE,3,N,325,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,OMK,Y,1943/12,O,,,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2024/05/01,1982/09/08,"100LL,A",NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2022/07/07,3RD PARTY SURVEY,2022/07/07,,,,Y,"AFRT,CHTR",Y-L,KOMK,N,,-14C,-13304688.6202,6184467.1958
17684,2025/11/27,26333.,A,WA,0S7,OROVILLE,US,ANM,SEA,WASHINGTON,OKANOGAN,WA,DOROTHY SCOTT INTL,PU,PU,48,57,32.3,N,48.95897222,119,24,43.1,W,-119.41197222,E,1069,S,21,E,1985,,SEATTLE,2,NE,142,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1937/08,O,,,,N,NOT ANALYZED,Y,N,N,N,S,S,2024/05/01,1981/09/03,100LL,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2016/01/28,3RD PARTY SURVEY,2016/01/28,,,,Y,INSTR,Y-L,,N,,,-13292879.9422,6267902.7032
17685,2025/11/27,26333.02,C,WA,1WA,OROVILLE,US,ANM,SEA,WASHINGTON,OKANOGAN,WA,SCOTT,PU,PU,48,58,19.721,N,48.97214472,119,26,21.5993,W,-119.43933313,E,915,E,,,,,SEATTLE,2,N,,ZSE,ZCS,SEATTLE,,SEA,SEATTLE,,1-800-WX-BRIEF,,,,,,2024/12,O,,,,,NO OBJECTION,,,,,,N,,,,,,,,,,NON-ATCT,,,,,ADO,2024/12/04,ADO,2024/12/04,,,,,,,,N,,,-13295925.7447,6270136.2568
17688,2025/11/27,26336.2,A,WA,S70,OTHELLO,US,ANM,SEA,WASHINGTON,ADAMS,WA,OTHELLO MUNI,PU,PU,46,47,39.183,N,46.7942175,119,4,48.392,W,-119.08010888,E,1148.6,S,19,E,1985,,SEATTLE,4,SE,207,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1962/02,O,,,,NG,NO OBJECTION,N,N,N,N,S,S,2025/08/05,1981/08/31,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2022/06/16,3RD PARTY SURVEY,2022/06/16,,,,Y,AGRI,Y-L,,N,,,-13255937.0841,5908549.5772
17689,2025/11/27,26341.,A,WA,55S,PACKWOOD,US,ANM,SEA,WASHINGTON,LEWIS,WA,PACKWOOD,PU,PU,46,36,13.778,N,46.60382722,121,40,41.401,W,-121.67816694,E,1057,E,20,E,1985,,SEATTLE,0,W,13,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1948/09,O,,,,N1,NOT ANALYZED,N,N,N,N,S,S,2024/07/02,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,N,WG,N,,ADO,2023/08/07,ADO,2023/08/07,,,,Y,,Y-L,,N,,,-13545151.5844,5877646.6466
17693,2025/11/27,26345.,A,WA,PSC,PASCO,US,ANM,SEA,WASHINGTON,FRANKLIN,WA,TRI-CITIES,PU,PU,46,15,53.814,N,46.26494833,119,7,9.84,W,-119.1194,E,410.3,S,15,E,2015,,SEATTLE,2,NW,2235,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,PSC,Y,1937/11,O,I B,S,1973/05,NGPY,NOT ANALYZED,N,N,N,Y,F,F,2025/06/25,,"100LL,A1+",MAJOR,MAJOR,NONE,LOW,SEE RMK,SS-SR,ATCT,Y,WG,N,,3RD PARTY SURVEY,2024/05/01,3RD PARTY SURVEY,2024/05/01,,,Y,Y,"AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KPSC,N,,,-13260310.9516,5822909.5097
17697,2025/11/27,26354.,A,WA,1RL,POINT ROBERTS,US,ANM,SEA,WASHINGTON,WHATCOM,WA,POINT ROBERTS AIRPARK,PR,PU,48,58,37.7,N,48.97713888,123,4,45.2,W,-123.07922222,E,11,,19,E,2000,,SEATTLE,1,SW,20,ZSE,ZCS,SEATTLE,,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,2002/10,O,,,,,NO OBJECTION,,,,,,S,2025/06/05,,,,,,,,,NON-ATCT,N,,Y,,FAA-EST,2010/08/24,OWNER,2002/06/19,,,,,,Y,,N,,,-13701116.3448,6270983.2301
17699,2025/11/27,26357.,A,WA,CLM,PORT ANGELES,US,ANM,SEA,WASHINGTON,CLALLAM,WA,WILLIAM R FAIRCHILD INTL,PU,PU,48,7,12.7,N,48.12019444,123,29,58.9,W,-123.49969444,E,291.3,S,16,E,2020,,SEATTLE,3,NW,797,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,CLM,Y,1937/08,O,,,,NGPY3,NOT ANALYZED,N,Y,N,Y,F,S,2025/06/23,,"100LL,A",MAJOR,MAJOR,,,SEE RMK,SS-SR,NON-ATCT,Y,WG,Y,,3RD PARTY SURVEY,2015/12/22,3RD PARTY SURVEY,2015/12/22,,,N,Y,"AFRT,AMB,CARGO,CHTR,INSTR,RNTL",Y-L,KCLM,N,,,-13747923.0982,6126874.2517
17706,2025/11/27,26358.16,C,WA,W66,PORT ANGELES,US,ANM,,WASHINGTON,CLALLAM,WA,PORT ANGELES,PU,PU,48,7,0.1,N,48.11669444,123,24,47.3,W,-123.41313888,E,0,E,,,,,SEATTLE,1,NE,0,ZSE,ZCS,SEATTLE,,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,,2019/07,O,,,,,NO OBJECTION,,,,,,S,2025/06/23,,,,,,,,,NON-ATCT,,,,,OWNER,2019/07/02,OWNER,2019/07/02,,,,,,,,N,,,-13738287.7773,6126290.6352
17710,2025/11/27,26363.,A,WA,0S9,PORT TOWNSEND,US,ANM,SEA,WASHINGTON,JEFFERSON,WA,JEFFERSON COUNTY INTL,PU,PU,48,3,13.7,N,48.05380555,122,48,38.3,W,-122.81063888,E,110.1,S,16,E,2015,890,SEATTLE,6,SW,320,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1939/01,O,,,,NR,NO OBJECTION,Y,N,N,Y,S,S,2023/07/07,,100LL,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2011/12/28,3RD PARTY SURVEY,2011/12/28,,,,Y,"INSTR,RNTL",Y-L,,N,,,-13671217.7841,6115810.8337
17714,2025/11/27,26365.,C,WA,83Q,POULSBO,US,ANM,SEA,WASHINGTON,KITSAP,WA,PORT OF POULSBO MARINA MOORAGE,PU,PU,47,43,15.5,N,47.72097222,122,38,31.5,W,-122.64208333,E,0,E,20,E,1985,,SEATTLE,0,N,,ZSE,ZCS,SEATTLE,,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1987/02,O,,,,,NO OBJECTION,,,,,S,S,2024/05/13,1987/01/16,,,,,,,,NON-ATCT,N,,,,OWNER,2013/02/14,OWNER,2013/02/14,,,,,,,,N,,,-13652454.2661,6060559.4565
17716,2025/11/27,26369.,A,WA,S40,PROSSER,US,ANM,SEA,WASHINGTON,BENTON,WA,PROSSER,PU,PU,46,12,48.1,N,46.21336111,119,47,44,W,-119.79555555,E,705.5,S,19,E,1985,800,SEATTLE,1,NW,120,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1938/12,O,,,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2025/08/06,1982/08/23,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2016/01/19,3RD PARTY SURVEY,2016/01/19,,,N,Y,INSTR,Y-L,,N,,,-13335580.2431,5814606.6606
17718,2025/11/27,26372.,A,WA,PUW,PULLMAN/MOSCOW,US,ANM,SEA,WASHINGTON,WHITMAN,WA,PULLMAN/MOSCOW RGNL,PU,PU,46,44,30.089,N,46.74169138,117,6,41.829,W,-117.11161916,E,2566.6,S,15,E,2015,,SEATTLE,3,NE,467,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,PUW,Y,1938/02,O,I B,S,1973/05,NGY,NO OBJECTION,N,N,N,Y,F,F,2024/03/01,,"100LL,A",MAJOR,MAJOR,,,SEE RMK,SS-SR,NON-ATCT,Y,WG,Y,,3RD PARTY SURVEY,2019/10/01,3RD PARTY SURVEY,2019/10/01,,,,Y,"AFRT,AGRI,CHTR,INSTR,RNTL",Y-L,KPUW,N,,,-13036805.8109,5900012.9813
17719,2025/11/27,26374.1,A,WA,PLU,PUYALLUP,US,ANM,SEA,WASHINGTON,PIERCE,WA,PIERCE COUNTY/THUN FLD,PU,PU,47,6,14.112,N,47.10392,122,17,13.921,W,-122.28720027,E,537.6,S,15,E,2020,,SEATTLE,5,S,200,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,PLU,Y,1945/09,O,,,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2023/06/12,,100LL,MAJOR,MAJOR,LOW,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2019/08/21,3RD PARTY SURVEY,2019/08/21,,,,Y,"AVNCS,INSTR,RNTL",Y-L,KPLU,N,,,-13612948.8646,5959052.9881
17726,2025/11/27,26376.5,A,WA,UIL,QUILLAYUTE,US,ANM,SEA,WASHINGTON,CLALLAM,WA,QUILLAYUTE,PU,PU,47,56,11.689,N,47.93658027,124,33,45.417,W,-124.56261583,E,194.1,S,21,E,1985,,SEATTLE,7,E,739,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,UIL,Y,1943/09,O,,,,NP,NOT ANALYZED,N,N,N,Y,S,S,2023/08/02,,,NONE,NONE,NONE,NONE,,,NON-ATCT,Y,,N,,3RD PARTY SURVEY,2021/10/19,3RD PARTY SURVEY,2021/10/19,,,,Y,,Y,KUIL,N,,,-13866246.9661,6096310.5292
17729,2025/11/27,26376.83,A,WA,80T,QUINCY,US,ANM,SEA,WASHINGTON,GRANT,WA,QUINCY MUNI,PU,PU,47,12,41.8,N,47.21161111,119,50,23.4,W,-119.83983333,E,1271.1,S,20,E,1985,,SEATTLE,2,SE,32,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1979/03,O,,,,,NO OBJECTION,,,,Y,S,S,2025/08/19,1983/03/26,,NONE,NONE,NONE,NONE,SS-SR,SS-SR,NON-ATCT,N,WG,N,,NGS,1997/08/15,NGS,1997/08/15,,,,Y,,Y-L,,N,,,-13340509.223,5976683.0517
17739,2025/11/27,26381.,A,WA,RNT,RENTON,US,ANM,SEA,WASHINGTON,KING,WA,RENTON MUNI,PU,PU,47,29,35.3,N,47.49313888,122,12,56.7,W,-122.21575,E,32,S,17,E,2010,1218,SEATTLE,0,NW,170,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,RNT,Y,1945/04,O,,,,NGPY,NOT ANALYZED,N,Y,N,Y,S,S,2024/07/29,,"100LL,A,A+",MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,ATCT,N,WG,N,,3RD PARTY SURVEY,2015/04/20,3RD PARTY SURVEY,2015/04/20,,,N,Y,"AVNCS,BCHGR,CHTR,INSTR,RNTL",Y-L,KRNT,N,,,-13604995.0569,6022941.6612
17740,2025/11/27,26381.01,C,WA,W36,RENTON,US,ANM,SEA,WASHINGTON,KING,WA,WILL ROGERS WILEY POST MEML,PU,PU,47,30,2.07,N,47.500575,122,13,4.89,W,-122.218025,E,0,E,20,E,1985,,SEATTLE,1,N,,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,RNT,Y,1947/07,O,,,,,NOT ANALYZED,N,Y,N,Y,S,S,2024/07/29,,"100LL,A,A+",MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,,,NON-ATCT,N,,N,,OWNER,,OWNER,,,,,Y,"AVNCS,BCHGR,CHTR,INSTR,RNTL",N,,N,,,-13605248.3088,6024166.8648
